Title,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,Division,State,GenderCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Program Name,Training Type,Training Outcome,Training Duration(Days),Training Cost,Age,Attrition
Production Technician I,TNS,Active,Part-Time,Zone B,Temporary,Production       ,Engineers,MA,Male,White,Married,Exceeds,3,2,1,2,Customer Service,External,Completed,4,333.8,33,0
Production Technician I,PYZ,Active,Full-Time,Zone A,Temporary,Production       ,Finance & Accounting,MA,Female,Black,Married,Needs Improvement,3,1,4,1,Leadership Development,External,Passed,3,764.21,58,0
Production Technician I,WBL,Terminated,Part-Time,Zone B,Temporary,Production       ,Isp,MA,Female,Asian,Widowed,Needs Improvement,3,2,2,2,Project Management,Internal,Failed,3,756.42,52,1
Production Technician I,NEL,Active,Contract,Zone A,Part-Time,Production       ,Engineers,MA,Female,White,Married,Needs Improvement,3,1,2,4,Customer Service,Internal,Failed,2,716.62,63,0
Production Technician I,PL,Active,Part-Time,Zone B,Full-Time,Production       ,Field Operations,MA,Female,White,Married,Needs Improvement,3,4,3,2,Technical Skills,Internal,Failed,2,712.9,40,0
Production Technician II,CCDR,Active,Contract,Zone C,Full-Time,Production       ,Project Management - Con,MA,Female,White,Divorced,Needs Improvement,3,4,5,1,Technical Skills,Internal,Incomplete,1,845.82,42,0
Production Technician II,EW,Active,Part-Time,Zone B,Temporary,Production       ,Field Operations,MA,Female,Asian,Single,Needs Improvement,3,5,2,2,Communication Skills,Internal,Passed,4,727.9,39,0
Production Technician II,MSC,Active,Part-Time,Zone B,Temporary,Production       ,Field Operations,MA,Male,Hispanic,Divorced,Needs Improvement,3,1,4,3,Project Management,Internal,Incomplete,1,760.41,48,0
Production Technician II,NEL,Active,Part-Time,Zone B,Full-Time,Production       ,Project Management - Con,MA,Female,Asian,Divorced,Needs Improvement,3,1,3,3,Project Management,Internal,Incomplete,5,567.74,46,0
Production Technician I,TNS,Active,Part-Time,Zone A,Temporary,Production       ,Aerial,MA,Female,White,Widowed,Exceeds,3,2,1,1,Communication Skills,External,Incomplete,5,582.7,61,0
Production Technician I,PYZ,Active,Full-Time,Zone A,Part-Time,Production       ,People Services,MA,Female,Other,Single,Exceeds,3,3,3,3,Leadership Development,External,Incomplete,2,645.16,53,0
Production Technician I,WBL,Active,Full-Time,Zone B,Part-Time,Production       ,General - Eng,MA,Female,Hispanic,Single,Exceeds,3,5,1,4,Project Management,External,Passed,5,310.44,52,0
Production Technician I,NEL,Active,Contract,Zone B,Part-Time,Production       ,Field Operations,MA,Female,Hispanic,Widowed,Exceeds,3,3,5,3,Communication Skills,External,Failed,4,683.42,60,0
Production Technician I,PL,Active,Part-Time,Zone B,Temporary,Production       ,General - Con,MA,Male,Asian,Divorced,Exceeds,3,1,4,4,Communication Skills,Internal,Completed,3,129.49,23,0
Production Technician I,BPC,Active,Full-Time,Zone C,Temporary,Production       ,Engineers,MA,Male,Hispanic,Married,Needs Improvement,3,1,5,4,Project Management,External,Incomplete,5,349.46,60,0
Production Technician I,CCDR,Active,Part-Time,Zone A,Part-Time,Production       ,General - Con,MA,Female,Other,Single,Exceeds,3,2,1,4,Project Management,Internal,Failed,5,668.2,55,0
Production Technician I,SVG,Active,Part-Time,Zone A,Temporary,Production       ,Aerial,MA,Female,Black,Single,Needs Improvement,3,1,2,5,Customer Service,External,Passed,5,409.99,79,0
Production Technician I,EW,Active,Full-Time,Zone C,Temporary,Production       ,Aerial,MA,Male,Black,Single,Needs Improvement,3,5,4,1,Communication Skills,Internal,Passed,4,964.4,73,0
Production Technician I,MSC,Active,Full-Time,Zone C,Part-Time,Production       ,Project Management - Con,MA,Male,Other,Divorced,Needs Improvement,3,5,2,3,Leadership Development,External,Completed,1,777.95,22,0
Production Technician I,TNS,Active,Contract,Zone C,Part-Time,Production       ,Engineers,MA,Male,Black,Divorced,PIP,3,2,4,5,Communication Skills,Internal,Completed,5,816.07,21,0
Production Technician I,PYZ,Active,Part-Time,Zone B,Full-Time,Production       ,Project Management - Con,MA,Female,Hispanic,Divorced,PIP,3,2,4,4,Leadership Development,External,Passed,4,332.12,62,0
Production Technician I,WBL,Terminated,Contract,Zone A,Full-Time,Production       ,Aerial,MA,Female,White,Married,PIP,3,3,1,2,Communication Skills,Internal,Completed,1,950.45,23,1
Production Technician I,NEL,Terminated,Full-Time,Zone B,Temporary,Production       ,General - Con,MA,Female,Hispanic,Single,PIP,3,1,1,4,Communication Skills,External,Passed,4,997.13,54,1
Production Technician I,PL,Terminated,Full-Time,Zone A,Part-Time,Production       ,General - Con,MA,Female,Black,Single,PIP,3,3,4,1,Customer Service,Internal,Completed,1,917.56,38,1
Production Technician II,PYZ,Active,Contract,Zone B,Temporary,Production       ,Wireline Construction,MA,Female,Other,Divorced,PIP,3,4,3,5,Project Management,External,Failed,4,220.2,65,0
Production Technician II,WBL,Active,Contract,Zone A,Full-Time,Production       ,Shop (Fleet),MA,Female,Asian,Married,PIP,3,1,2,5,Technical Skills,External,Failed,1,837.64,58,0
Production Technician II,NEL,Terminated,Part-Time,Zone B,Part-Time,Production       ,General - Con,MA,Male,Other,Married,Exceeds,3,3,3,3,Technical Skills,External,Incomplete,2,648.72,75,1
Production Technician II,PL,Active,Full-Time,Zone A,Full-Time,Production       ,Field Operations,MA,Female,Black,Widowed,Exceeds,3,2,3,3,Leadership Development,External,Failed,4,687.77,49,0
Production Technician II,BPC,Terminated,Contract,Zone C,Temporary,Production       ,Billable Consultants,MA,Male,Other,Divorced,Exceeds,3,1,4,1,Project Management,External,Incomplete,5,278.62,65,1
Production Technician I,TNS,Active,Contract,Zone A,Full-Time,Production       ,Wireline Construction,MA,Female,Asian,Widowed,Exceeds,3,2,4,1,Technical Skills,External,Failed,5,568.57,31,0
Production Technician I,PYZ,Active,Contract,Zone A,Part-Time,Production       ,Field Operations,MA,Female,Hispanic,Married,Exceeds,3,4,2,5,Technical Skills,Internal,Completed,4,764.64,38,0
Production Technician I,WBL,Terminated,Part-Time,Zone B,Full-Time,Production       ,Project Management - Con,MA,Female,Asian,Divorced,Exceeds,3,1,4,3,Project Management,External,Passed,3,551.45,19,1
Production Technician I,NEL,Active,Contract,Zone A,Full-Time,Production       ,Wireline Construction,MA,Male,Black,Widowed,Exceeds,3,1,2,4,Customer Service,Internal,Completed,2,849.52,69,0
Production Technician I,PL,Active,Full-Time,Zone C,Temporary,Production       ,Aerial,MA,Male,Other,Single,Exceeds,3,5,4,4,Communication Skills,Internal,Incomplete,1,180.61,36,0
Production Technician I,BPC,Active,Part-Time,Zone C,Full-Time,Production       ,Engineers,MA,Female,Other,Single,Exceeds,3,5,2,2,Communication Skills,Internal,Passed,3,559.52,32,0
Production Technician I,CCDR,Active,Full-Time,Zone A,Temporary,Production       ,Field Operations,MA,Female,Hispanic,Married,Exceeds,3,3,2,1,Project Management,Internal,Completed,4,850.57,51,0
Production Technician I,SVG,Active,Part-Time,Zone C,Part-Time,Production       ,Field Operations,MA,Female,Asian,Single,Exceeds,3,1,3,4,Project Management,Internal,Completed,3,802.75,52,0
Production Technician I,EW,Active,Contract,Zone A,Temporary,Production       ,Field Operations,MA,Male,Asian,Divorced,Exceeds,3,3,5,2,Customer Service,External,Completed,3,587.63,43,0
Production Technician I,MSC,Active,Full-Time,Zone B,Temporary,Production       ,Engineers,MA,Male,Asian,Divorced,Needs Improvement,3,1,5,2,Project Management,External,Passed,3,114.45,79,0
Production Technician I,TNS,Active,Part-Time,Zone A,Full-Time,Production       ,Field Operations,MA,Male,Black,Single,Needs Improvement,3,5,3,3,Leadership Development,Internal,Completed,4,599.79,22,0
Production Technician I,PYZ,Active,Part-Time,Zone C,Temporary,Production       ,Catv,MA,Female,Asian,Married,Exceeds,3,1,2,3,Customer Service,Internal,Failed,3,280.46,37,0
Production Technician I,WBL,Active,Contract,Zone B,Full-Time,Production       ,Engineers,MA,Female,Hispanic,Married,Fully Meets,3,2,5,3,Communication Skills,External,Incomplete,3,969.98,30,0
Production Technician I,NEL,Active,Contract,Zone C,Full-Time,Production       ,Wireline Construction,MA,Female,White,Widowed,Fully Meets,3,1,4,3,Customer Service,Internal,Failed,4,643.07,25,0
Production Technician I,PL,Active,Full-Time,Zone B,Temporary,Production       ,Field Operations,MA,Female,Hispanic,Married,Fully Meets,3,1,2,5,Leadership Development,Internal,Incomplete,4,299.55,50,0
Production Technician II,BPC,Active,Contract,Zone C,Temporary,Production       ,Engineers,MA,Female,Black,Married,Fully Meets,3,5,2,3,Technical Skills,External,Incomplete,3,373.67,59,0
Production Technician II,CCDR,Active,Full-Time,Zone B,Part-Time,Production       ,Technology / It,MA,Male,Asian,Widowed,Fully Meets,3,2,4,4,Leadership Development,Internal,Passed,1,902.01,61,0
Production Technician II,EW,Terminated,Full-Time,Zone C,Full-Time,Production       ,General - Con,MA,Male,Other,Single,Fully Meets,3,3,1,4,Project Management,Internal,Failed,1,105.61,68,1
Production Technician II,NEL,Active,Part-Time,Zone A,Full-Time,Production       ,General - Con,MA,Male,Asian,Married,Fully Meets,3,2,3,2,Technical Skills,External,Passed,1,845.17,60,0
Production Technician I,WBL,Active,Part-Time,Zone B,Part-Time,Production       ,Splicing,MA,Female,White,Single,Fully Meets,3,5,3,3,Technical Skills,External,Passed,5,932.44,21,0
Production Technician I,BPC,Terminated,Part-Time,Zone B,Temporary,Production       ,Engineers,MA,Female,Black,Single,Fully Meets,3,2,3,4,Leadership Development,Internal,Passed,2,227.51,53,1
Production Technician I,CCDR,Terminated,Full-Time,Zone A,Full-Time,Production       ,Project Management - Con,MA,Female,Black,Widowed,Fully Meets,3,5,1,2,Customer Service,Internal,Incomplete,5,785.05,55,1
Production Technician I,EW,Active,Full-Time,Zone B,Part-Time,Production       ,Field Operations,MA,Male,Asian,Single,Fully Meets,3,3,5,3,Communication Skills,External,Passed,4,584.92,19,0
Production Technician I,MSC,Active,Full-Time,Zone A,Part-Time,Production       ,Fielders,MA,Female,Asian,Divorced,Fully Meets,3,1,4,2,Leadership Development,Internal,Incomplete,5,206.16,76,0
Production Technician I,NEL,Active,Full-Time,Zone B,Temporary,Production       ,Project Management - Con,MA,Female,Black,Single,Fully Meets,3,3,4,2,Customer Service,Internal,Failed,1,483.43,51,0
Production Technician I,PL,Active,Part-Time,Zone C,Part-Time,Production       ,General - Eng,MA,Female,Other,Married,Fully Meets,3,1,3,3,Project Management,External,Incomplete,2,889.87,19,0
Production Technician I,PYZ,Active,Contract,Zone B,Full-Time,Production       ,General - Con,MA,Male,Other,Married,Fully Meets,3,1,2,4,Customer Service,Internal,Incomplete,3,503.04,38,0
Production Technician I,SVG,Active,Contract,Zone A,Temporary,Production       ,Executive,MA,Male,White,Single,Fully Meets,3,3,2,5,Customer Service,External,Completed,1,349.8,38,0
Production Technician I,TNS,Active,Full-Time,Zone C,Full-Time,Production       ,Field Operations,MA,Male,White,Divorced,Fully Meets,3,2,3,3,Customer Service,External,Passed,4,547.76,25,0
Production Technician I,WBL,Active,Full-Time,Zone B,Temporary,Production       ,Engineers,MA,Female,White,Married,Fully Meets,3,1,5,1,Technical Skills,External,Completed,2,961.68,73,0
Production Technician I,PYZ,Active,Contract,Zone B,Temporary,Production       ,General - Con,MA,Female,Other,Divorced,Fully Meets,3,5,4,4,Leadership Development,Internal,Incomplete,1,993.76,63,0
Production Technician I,WBL,Active,Contract,Zone B,Full-Time,Production       ,Splicing,MA,Female,White,Widowed,Fully Meets,3,1,3,2,Communication Skills,Internal,Failed,2,998.32,54,0
Production Technician I,NEL,Active,Full-Time,Zone C,Full-Time,Production       ,Aerial,MA,Female,Hispanic,Married,Fully Meets,3,2,5,2,Leadership Development,External,Incomplete,1,961.55,74,0
Production Technician II,TNS,Active,Contract,Zone A,Temporary,Production       ,Aerial,MA,Female,Asian,Single,Fully Meets,3,3,3,3,Technical Skills,External,Incomplete,3,192.73,32,0
Production Technician II,BPC,Active,Contract,Zone A,Full-Time,Production       ,General - Con,MA,Male,White,Divorced,Fully Meets,3,2,3,4,Leadership Development,Internal,Completed,1,604.53,44,0
Production Technician II,CCDR,Active,Full-Time,Zone A,Full-Time,Production       ,Field Operations,MA,Male,Other,Single,Fully Meets,3,3,1,5,Technical Skills,External,Failed,2,144.39,64,0
Production Technician II,EW,Active,Part-Time,Zone A,Part-Time,Production       ,Wireline Construction,MA,Female,White,Married,Fully Meets,3,4,5,2,Technical Skills,External,Completed,5,517.92,33,0
Production Technician II,MSC,Active,Full-Time,Zone A,Part-Time,Production       ,Engineers,MA,Female,Hispanic,Married,Fully Meets,3,1,1,3,Customer Service,External,Completed,4,537.71,72,0
Production Technician II,NEL,Active,Full-Time,Zone C,Temporary,Production       ,Field Operations,MA,Male,Asian,Divorced,Fully Meets,3,2,4,5,Communication Skills,External,Completed,2,491.71,73,0
Production Technician I,MSC,Active,Full-Time,Zone C,Temporary,Production       ,Field Operations,MA,Female,White,Single,Fully Meets,3,4,5,5,Project Management,Internal,Completed,3,673.38,22,0
Production Technician I,TNS,Active,Contract,Zone C,Full-Time,Production       ,Field Operations,MA,Female,Asian,Married,Fully Meets,3,2,4,5,Leadership Development,Internal,Incomplete,2,724.87,38,0
Production Technician I,PYZ,Active,Full-Time,Zone B,Full-Time,Production       ,General - Con,MA,Female,Hispanic,Widowed,Fully Meets,3,2,2,5,Communication Skills,Internal,Passed,4,140.83,60,0
Production Technician I,WBL,Active,Full-Time,Zone B,Full-Time,Production       ,Engineers,MA,Female,White,Divorced,Fully Meets,3,4,1,5,Project Management,External,Passed,1,113.47,64,0
Production Technician I,NEL,Active,Full-Time,Zone A,Temporary,Production       ,Engineers,MA,Male,Other,Divorced,Fully Meets,3,2,5,3,Customer Service,External,Incomplete,1,604.93,68,0
Production Technician I,PL,Active,Part-Time,Zone C,Part-Time,Production       ,Field Operations,MA,Female,Black,Divorced,Fully Meets,3,5,5,2,Project Management,External,Completed,4,699.97,60,0
Production Technician I,BPC,Active,Contract,Zone C,Part-Time,Production       ,General - Con,MA,Female,Asian,Widowed,Fully Meets,3,5,1,4,Leadership Development,Internal,Failed,1,576.1,40,0
Production Technician I,CCDR,Active,Part-Time,Zone B,Temporary,Production       ,Wireline Construction,MA,Female,Asian,Married,Fully Meets,3,5,2,1,Leadership Development,Internal,Passed,2,958.46,50,0
Production Technician I,SVG,Active,Part-Time,Zone B,Full-Time,Production       ,Field Operations,MA,Male,Hispanic,Widowed,Fully Meets,3,1,4,5,Project Management,External,Passed,5,228.41,74,0
Production Technician I,EW,Active,Full-Time,Zone C,Part-Time,Production       ,Field Operations,MA,Male,Asian,Widowed,Fully Meets,3,2,4,5,Technical Skills,Internal,Completed,2,203.44,34,0
Production Technician I,MSC,Active,Contract,Zone B,Part-Time,Production       ,Field Operations,MA,Female,White,Widowed,Fully Meets,3,4,2,5,Project Management,External,Incomplete,2,359.08,78,0
Production Technician I,TNS,Active,Full-Time,Zone A,Part-Time,Production       ,General - Con,MA,Female,White,Widowed,Fully Meets,3,3,5,2,Technical Skills,Internal,Passed,3,653.23,60,0
Production Technician I,PYZ,Active,Full-Time,Zone C,Full-Time,Production       ,General - Eng,MA,Female,Hispanic,Divorced,Fully Meets,3,1,4,1,Customer Service,Internal,Passed,5,614.4,77,0
Production Technician I,WBL,Terminated,Part-Time,Zone B,Temporary,Production       ,Wireline Construction,MA,Female,White,Divorced,Fully Meets,3,3,4,3,Communication Skills,External,Passed,5,333.08,30,1
Production Technician II,TNS,Active,Part-Time,Zone B,Temporary,Production       ,Engineers,MA,Female,Asian,Married,Fully Meets,3,2,5,1,Leadership Development,External,Completed,1,718.38,33,0
Production Technician II,PYZ,Terminated,Full-Time,Zone B,Full-Time,Production       ,General - Con,MA,Male,White,Married,Fully Meets,3,5,4,2,Project Management,External,Failed,3,195.29,50,1
Production Technician II,WBL,Terminated,Part-Time,Zone B,Full-Time,Production       ,Engineers,MA,Female,Other,Married,Fully Meets,3,4,4,5,Leadership Development,External,Passed,2,113.43,38,1
Production Technician I,EW,Active,Contract,Zone B,Full-Time,Production       ,General - Eng,MA,Female,Black,Single,Fully Meets,3,5,2,3,Customer Service,Internal,Incomplete,3,419.83,59,0
Production Technician I,MSC,Active,Contract,Zone B,Temporary,Production       ,Field Operations,MA,Female,Black,Single,Fully Meets,3,3,5,5,Communication Skills,Internal,Incomplete,2,226.7,33,0
Production Technician I,TNS,Terminated,Contract,Zone A,Full-Time,Production       ,Shop (Fleet),MA,Female,Other,Widowed,Fully Meets,3,2,3,3,Leadership Development,External,Failed,1,583.76,32,1
Production Technician I,PYZ,Terminated,Full-Time,Zone B,Full-Time,Production       ,Field Operations,MA,Female,Hispanic,Widowed,Fully Meets,3,2,5,3,Customer Service,Internal,Failed,3,646.65,73,1
Production Technician I,WBL,Active,Contract,Zone C,Full-Time,Production       ,Engineers,MA,Male,Other,Married,Fully Meets,3,3,2,5,Technical Skills,External,Incomplete,2,813.17,27,0
Production Technician I,NEL,Active,Full-Time,Zone A,Part-Time,Production       ,General - Con,MA,Male,Asian,Divorced,Fully Meets,3,1,1,3,Technical Skills,External,Passed,3,636.38,62,0
Production Technician I,PL,Active,Full-Time,Zone B,Full-Time,Production       ,People Services,MA,Female,Other,Widowed,Fully Meets,3,3,4,4,Project Management,External,Failed,3,868.74,57,0
Production Technician I,BPC,Active,Part-Time,Zone B,Full-Time,Production       ,Field Operations,MA,Female,Hispanic,Married,Fully Meets,3,3,5,1,Customer Service,External,Failed,4,250.41,29,0
Production Technician I,CCDR,Active,Contract,Zone B,Full-Time,Production       ,Splicing,MA,Male,Other,Divorced,Fully Meets,3,1,5,3,Communication Skills,Internal,Completed,3,882.06,43,0
Production Technician I,SVG,Active,Contract,Zone A,Temporary,Production       ,Field Operations,MA,Male,Black,Single,Fully Meets,3,3,4,2,Leadership Development,Internal,Passed,1,350.88,19,0
Production Technician I,EW,Active,Full-Time,Zone C,Full-Time,Production       ,Field Operations,MA,Male,Hispanic,Married,Fully Meets,3,3,2,1,Leadership Development,External,Completed,5,571.81,46,0
